"b'Western Digital Beats Estimates, Sets Upbeat Forecast on Chip Demand'",Reuters,News,https://www.nytimes.com/reuters/2018/04/26/technology/26reuters-western-digital-results.html,265
b'Meet the New Boss. Actually Quite Different From the Old Boss.',The New York Times,Op-Ed,https://www.nytimes.com/2018/04/26/opinion/trump-republican-establishment-elites.html,2407
b'The Democrats\xe2\x80\x99 Gentrification Problem',The New York Times,Op-Ed,https://www.nytimes.com/2018/04/19/opinion/democrats-gentrification-cities-voters.html,2380
"b'Facebook Falls From Grace, and Investors\xe2\x80\x99 Stock Holdings Tumble Too'",The New York Times,News,https://www.nytimes.com/2018/03/29/business/facebook-stock.html,1251
b'Gaming: The System',The New York Times,Op-Ed,https://www.nytimes.com/2018/04/28/opinion/sunday/gaming-the-system.html,1231
b'Listen to \xe2\x80\x98The Daily\xe2\x80\x99: Women We Overlooked',The New York Times,briefing,https://www.nytimes.com/2018/03/16/podcasts/the-daily/ida-b-wells-overlooked-obituaries.html,453
"b'PayPal Quarterly Profit Beats Estimates, Shares Rise'",Reuters,News,https://www.nytimes.com/reuters/2018/04/25/technology/25reuters-paypal-hldg-results.html,424
b'Review: \xe2\x80\x98Black Panther\xe2\x80\x99 Shakes Up the Marvel Universe',The New York Times,Review,https://www.nytimes.com/2018/02/06/movies/black-panther-review-movie.html,1412
"b'Pop Keeps Changing. And the Grammys Turn a Deaf Ear, Again.'",The New York Times,News,https://www.nytimes.com/2018/01/29/arts/music/grammy-awards-hip-hop-jay-z-cardi-b-lorde.html,1003
b'\xe2\x80\x98You Will Not Destroy America\xe2\x80\x99: A Trump Battle Is No Longer One-Sided',The New York Times,News,https://www.nytimes.com/2018/03/19/us/politics/trump-tweets-comey-mccabe.html,1048
"b""Facebook's Rise in Profits, Users Shows Resilience After Scandals""",Reuters,News,https://www.nytimes.com/reuters/2018/04/25/business/25reuters-facebook-results.html,822
b'What\xe2\x80\x99s Lust Got to Do With It?',The New York Times,Op-Ed,https://www.nytimes.com/2018/04/07/opinion/sunday/women-sex-dating-dowd.html,1076
b'Why Silicon Valley Shouldn\xe2\x80\x99t Work With the Pentagon',The New York Times,Op-Ed,https://www.nytimes.com/2018/04/19/opinion/silicon-valley-military-contract.html,823
"b'Hey, Alexa, What Can You Hear? And What Will You Do With It?'",The New York Times,News,https://www.nytimes.com/2018/03/31/business/media/amazon-google-privacy-digital-assistants.html,1325
b'Puzzle Lovers Find Their Tribe at a Crossword Tournament',The New York Times,News,https://www.nytimes.com/2018/03/26/crosswords/puzzle-lovers-find-their-tribe-at-a-crossword-tournament.html,1161
b'What Can an Online Dating Coach Do for You?',The New York Times,News,https://www.nytimes.com/2018/03/28/style/should-i-hire-a-dating-coach.html,1082
b'Women in the Spotlight at Museums',The New York Times,News,https://www.nytimes.com/2018/03/12/arts/women-in-the-spotlight-at-museums.html,686
"b'The Playlist: Justin Bieber Boosts a Friend, and 14 More New Songs'",The New York Times,News,https://www.nytimes.com/2018/04/06/arts/music/playlist-justin-bieber-poo-bear-asap-rocky-sophie.html,1359
b'Toys \xe2\x80\x98R\xe2\x80\x99 Us Case Is Test of Private Equity in Age of Amazon',The New York Times,News,https://www.nytimes.com/2018/03/15/business/toys-r-us-bankruptcy.html,1298
"b'Migos Returns to No. 1 With \xe2\x80\x98Culture II,\xe2\x80\x99 Another Streaming Juggernaut'",The New York Times,News,https://www.nytimes.com/2018/02/05/arts/music/migos-culture-ii-billboard-chart.html,368
